FIPS,County,Cause of Death,Deaths
191,WAYNE,Nutritional deficiencies,*
191,WAYNE,Parkinson disease,*
191,WAYNE,Pneumoconioses and chemical effects,*
191,WAYNE,Enterocolitis due to Clostridium difficile,*
191,WAYNE,Complications of medical and surgical care,*
191,WAYNE,Chronic liver disease and cirrhosis,*
191,WAYNE,Cholelithiasis and other disorders of gallbladder,*
191,WAYNE,Certain conditions originating in the perinatal period,*
191,WAYNE,Assault (homicide),*
191,WAYNE,Anemias,*
191,WAYNE,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
193,WHITE,Diseases of heart (heart disease),50
193,WHITE,Malignant neoplasms (cancer),40
193,WHITE,All other causes,33
193,WHITE,Chronic lower respiratory diseases,17
193,WHITE,Alzheimer disease,15
193,WHITE,Cerebrovascular diseases (stroke),10
193,WHITE,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
193,WHITE,Diabetes mellitus (diabetes),*
193,WHITE,Accidents (unintentional injuries),*
193,WHITE,Chronic liver disease and cirrhosis,*
193,WHITE,Intentional self-harm (suicide),*
193,WHITE,COVID-19,*
193,WHITE,Influenza and pneumonia,*
193,WHITE,Nutritional deficiencies,*
193,WHITE,Septicemia,*
193,WHITE,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
193,WHITE,Pneumonitis due to solids and liquids,*
193,WHITE,Parkinson disease,*
193,WHITE,Complications of medical and surgical care,*
193,WHITE,Certain conditions originating in the perinatal period,*
193,WHITE,Assault (homicide),*
193,WHITE,Infections of kidney,*
193,WHITE,Essential hypertension and hypertensive renal disease (hypertension),*
195,WHITESIDE,Diseases of heart (heart disease),161
195,WHITESIDE,Malignant neoplasms (cancer),153
195,WHITESIDE,All other causes,129
195,WHITESIDE,Cerebrovascular diseases (stroke),43
195,WHITESIDE,Chronic lower respiratory diseases,35
195,WHITESIDE,Accidents (unintentional injuries),30
195,WHITESIDE,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",23
195,WHITESIDE,Parkinson disease,17
195,WHITESIDE,COVID-19,17
195,WHITESIDE,Influenza and pneumonia,16
195,WHITESIDE,Essential hypertension and hypertensive renal disease (hypertension),15
195,WHITESIDE,Diabetes mellitus (diabetes),15
195,WHITESIDE,Septicemia,13
195,WHITESIDE,Chronic liver disease and cirrhosis,13
195,WHITESIDE,Intentional self-harm (suicide),12
195,WHITESIDE,Pneumonitis due to solids and liquids,10
195,WHITESIDE,Nutritional deficiencies,*
195,WHITESIDE,Alzheimer disease,*
195,WHITESIDE,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
195,WHITESIDE,"Congenital malformations, deformations and chromosomal abnormalities",*
195,WHITESIDE,Certain conditions originating in the perinatal period,*
195,WHITESIDE,Infections of kidney,*
195,WHITESIDE,Assault (homicide),*
195,WHITESIDE,Hyperplasia of prostate,*
195,WHITESIDE,Enterocolitis due to Clostridium difficile,*
195,WHITESIDE,Unknown (R99),*
195,WHITESIDE,Anemias,*
197,WILL,Diseases of heart (heart disease),"1,176"
197,WILL,Malignant neoplasms (cancer),"1,157"
197,WILL,All other causes,774
197,WILL,Cerebrovascular diseases (stroke),349
197,WILL,Accidents (unintentional injuries),277
197,WILL,Chronic lower respiratory diseases,207
197,WILL,Alzheimer disease,170
197,WILL,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",131
197,WILL,Diabetes mellitus (diabetes),126
197,WILL,Chronic liver disease and cirrhosis,92
197,WILL,Intentional self-harm (suicide),81
197,WILL,COVID-19,80
197,WILL,Parkinson disease,78
197,WILL,Influenza and pneumonia,76
197,WILL,Septicemia,58
197,WILL,Essential hypertension and hypertensive renal disease (hypertension),46
197,WILL,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",43
197,WILL,Nutritional deficiencies,34
197,WILL,Assault (homicide),34
197,WILL,Pneumonitis due to solids and liquids,27
197,WILL,Certain conditions originating in the perinatal period,23
197,WILL,Aortic aneurysm and dissection,18
197,WILL,"Congenital malformations, deformations and chromosomal abnormalities",14
197,WILL,Anemias,*
197,WILL,Unknown (R99),*
197,WILL,Complications of medical and surgical care,*
197,WILL,Enterocolitis due to Clostridium difficile,*
197,WILL,Peptic ulcer,*
197,WILL,Cholelithiasis and other disorders of gallbladder,*
197,WILL,Infections of kidney,*
197,WILL,Human immunodeficiency virus (HIV) disease,*
197,WILL,Legal intervention,*
197,WILL,Atherosclerosis,*
197,WILL,Hernia,*
197,WILL,"Pregnancy, childbirth and the puerperium",*
197,WILL,,*
197,WILL,Inflammatory diseases of female pelvic organs,*
197,WILL,Viral hepatitis,*
199,WILLIAMSON,Diseases of heart (heart disease),171
199,WILLIAMSON,Malignant neoplasms (cancer),163
199,WILLIAMSON,All other causes,140
199,WILLIAMSON,Chronic lower respiratory diseases,52
199,WILLIAMSON,Cerebrovascular diseases (stroke),37
199,WILLIAMSON,Septicemia,29
199,WILLIAMSON,Accidents (unintentional injuries),26
199,WILLIAMSON,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",23
199,WILLIAMSON,Alzheimer disease,18
199,WILLIAMSON,COVID-19,16
199,WILLIAMSON,Diabetes mellitus (diabetes),15
199,WILLIAMSON,Intentional self-harm (suicide),14
199,WILLIAMSON,Chronic liver disease and cirrhosis,13
199,WILLIAMSON,Essential hypertension and hypertensive renal disease (hypertension),12
199,WILLIAMSON,Parkinson disease,10
199,WILLIAMSON,Influenza and pneumonia,*
199,WILLIAMSON,Pneumonitis due to solids and liquids,*
199,WILLIAMSON,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",*
199,WILLIAMSON,Nutritional deficiencies,*
199,WILLIAMSON,"Congenital malformations, deformations and chromosomal abnormalities",*
199,WILLIAMSON,Certain conditions originating in the perinatal period,*
199,WILLIAMSON,Peptic ulcer,*
199,WILLIAMSON,Unknown (R99),*
199,WILLIAMSON,Infections of kidney,*
199,WILLIAMSON,Hernia,*
199,WILLIAMSON,Enterocolitis due to Clostridium difficile,*
199,WILLIAMSON,Complications of medical and surgical care,*
199,WILLIAMSON,Aortic aneurysm and dissection,*
199,WILLIAMSON,Pneumoconioses and chemical effects,*
201,WINNEBAGO,Diseases of heart (heart disease),713
201,WINNEBAGO,Malignant neoplasms (cancer),591
201,WINNEBAGO,All other causes,460
201,WINNEBAGO,Accidents (unintentional injuries),240
201,WINNEBAGO,Cerebrovascular diseases (stroke),163
201,WINNEBAGO,Chronic lower respiratory diseases,161
201,WINNEBAGO,Diabetes mellitus (diabetes),108
201,WINNEBAGO,Alzheimer disease,106
201,WINNEBAGO,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",88
201,WINNEBAGO,Parkinson disease,56
201,WINNEBAGO,Chronic liver disease and cirrhosis,55
201,WINNEBAGO,Septicemia,50
201,WINNEBAGO,Influenza and pneumonia,48
201,WINNEBAGO,Essential hypertension and hypertensive renal disease (hypertension),41
201,WINNEBAGO,Intentional self-harm (suicide),41
201,WINNEBAGO,COVID-19,39
201,WINNEBAGO,Nutritional deficiencies,26
201,WINNEBAGO,Assault (homicide),25
201,WINNEBAGO,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",21
201,WINNEBAGO,Pneumonitis due to solids and liquids,16
201,WINNEBAGO,Certain conditions originating in the perinatal period,16
201,WINNEBAGO,Unknown (R99),11
201,WINNEBAGO,Aortic aneurysm and dissection,10
201,WINNEBAGO,Enterocolitis due to Clostridium difficile,*
201,WINNEBAGO,Anemias,*
201,WINNEBAGO,Cholelithiasis and other disorders of gallbladder,*
201,WINNEBAGO,"Congenital malformations, deformations and chromosomal abnormalities",*
201,WINNEBAGO,Human immunodeficiency virus (HIV) disease,*
201,WINNEBAGO,Complications of medical and surgical care,*
201,WINNEBAGO,Meningitis,*
201,WINNEBAGO,Hernia,*
201,WINNEBAGO,Legal intervention,*
201,WINNEBAGO,Infections of kidney,*
201,WINNEBAGO,Atherosclerosis,*
201,WINNEBAGO,,*
201,WINNEBAGO,Viral hepatitis,*
201,WINNEBAGO,Peptic ulcer,*
203,WOODFORD,Diseases of heart (heart disease),97
203,WOODFORD,Malignant neoplasms (cancer),82
203,WOODFORD,All other causes,50
203,WOODFORD,Alzheimer disease,31
203,WOODFORD,Cerebrovascular diseases (stroke),28
203,WOODFORD,Chronic lower respiratory diseases,17
203,WOODFORD,Accidents (unintentional injuries),17
203,WOODFORD,Parkinson disease,*
203,WOODFORD,Septicemia,*
203,WOODFORD,Intentional self-harm (suicide),*
203,WOODFORD,Diabetes mellitus (diabetes),*
203,WOODFORD,Pneumonitis due to solids and liquids,*
203,WOODFORD,Influenza and pneumonia,*
203,WOODFORD,COVID-19,*
203,WOODFORD,"Nephritis, nephrotic syndrome and nephrosis (kidney disease)",*
203,WOODFORD,Nutritional deficiencies,*
203,WOODFORD,Essential hypertension and hypertensive renal disease (hypertension),*
203,WOODFORD,Cholelithiasis and other disorders of gallbladder,*
203,WOODFORD,Unknown (R99),*
203,WOODFORD,Viral hepatitis,*
203,WOODFORD,Chronic liver disease and cirrhosis,*
203,WOODFORD,Certain conditions originating in the perinatal period,*
203,WOODFORD,Aortic aneurysm and dissection,*
203,WOODFORD,"Congenital malformations, deformations and chromosomal abnormalities",*
999,UNKNOWN,Accidents (unintentional injuries),36
999,UNKNOWN,Diseases of heart (heart disease),19
999,UNKNOWN,Unknown (R99),*
999,UNKNOWN,All other causes,*
999,UNKNOWN,Assault (homicide),*
999,UNKNOWN,Intentional self-harm (suicide),*
999,UNKNOWN,Influenza and pneumonia,*
999,UNKNOWN,Chronic liver disease and cirrhosis,*
999,UNKNOWN,Pneumonitis due to solids and liquids,*
999,UNKNOWN,Septicemia,*
